part_number,name,description,category,brand,price,in_stock,specifications,image_urls,rating,reviews_count
PS18374066,Electrolux Dishwasher Fold Down Fence W Clips Lower,Electrolux Dishwasher Fold Down Fence W Clips Lower. Fixes: Not cleaning dishes properly. Brand: Frigidaire. For: Dishwasher,dishwasher,Frigidaire,21.34,False,"{""mpn"": ""14005493802"", ""replace_parts"": [""154425503"", ""154721402"", ""154721403"", ""154721404"", ""5304507394"", ""5304534829""], ""product_url"": ""https://www.partselect.com/PS18374066-Frigidaire-14005493802-FOLD-DOWN-FENCE-W-CLIPS-LOWER.htm?SourceCode=18"", ""symptoms"": [""Not cleaning dishes properly""]}",[],,0
PS17219661,Electrolux Dishwasher Silverware Basket,"Electrolux Dishwasher Silverware Basket. Fixes: Not cleaning dishes properly, Leaking. Brand: Frigidaire. For: Dishwasher",dishwasher,Frigidaire,29.87,True,"{""mpn"": ""5304535382"", ""replace_parts"": [""154253901"", ""154254001"", ""154254401"", ""154295201"", ""154423901"", ""154423902"", ""154423906"", ""154423908"", ""154424001"", ""154424002"", ""154424005"", ""154424101"", ""154424102"", ""154424202"", ""154424302"", ""154556101"", ""154556102"", ""154747801"", ""154747802"", ""154747901 ... Show more""], ""product_url"": ""https://www.partselect.com/PS17219661-Frigidaire-5304535382-Silverware-Basket.htm?SourceCode=18"", ""symptoms"": [""Not cleaning dishes properly"", ""Leaking""]}",[],,0
PS975905,Electrolux Dishwasher Tine Bracket,Electrolux Dishwasher Tine Bracket. Brand: Frigidaire. For: Dishwasher,dishwasher,Frigidaire,34.85,True,"{""mpn"": ""154428402"", ""replace_parts"": [""AP3773683"", ""1061886"", ""154428401"", ""154428403"", ""154428404"", ""7154428403"", ""7154428404""], ""product_url"": ""https://www.partselect.com/PS975905-Frigidaire-154428402-Tine-Bracket.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS16745761,Electrolux Dishwasher Rack Assembly,Electrolux Dishwasher Rack Assembly. Brand: Frigidaire. For: Dishwasher,dishwasher,Frigidaire,109.04,True,"{""mpn"": ""5304532969"", ""replace_parts"": [""154432604"", ""154462701"", ""154639001"", ""154808001"", ""154866803"", ""154866902"", ""154887103"", ""5304531668"", ""5304535253"", ""808602402""], ""product_url"": ""https://www.partselect.com/PS16745761-Frigidaire-5304532969-RACK-ASSEMBLY.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS16620843,Electrolux Dishwasher Spring And Cable Assembly,"Electrolux Dishwasher Spring And Cable Assembly. Fixes: Door latch failure, Door won’t close. Brand: Frigidaire. For: Dishwasher",dishwasher,Frigidaire,29.87,True,"{""mpn"": ""5304530071"", ""replace_parts"": [""5304475581"", ""5304475582""], ""product_url"": ""https://www.partselect.com/PS16620843-Frigidaire-5304530071-Spring-And-Cable-Assembly.htm?SourceCode=18"", ""symptoms"": [""Door latch failure"", ""Door won\u2019t close""]}",[],,0
PS16745754,Electrolux Dishwasher Multifence,Electrolux Dishwasher Multifence. Brand: Frigidaire. For: Dishwasher,dishwasher,Frigidaire,28.87,True,"{""mpn"": ""5304532950"", ""replace_parts"": [""154480503"", ""154598402"", ""154740402"", ""154740403"", ""154740404"", ""5304506535""], ""product_url"": ""https://www.partselect.com/PS16745754-Frigidaire-5304532950-MULTIFENCE.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS2379470,Electrolux Dishwasher Lower Dishrack Wheel,Electrolux Dishwasher Lower Dishrack Wheel. Brand: Frigidaire. For: Dishwasher,dishwasher,Frigidaire,24.88,True,"{""mpn"": ""5304475625"", ""replace_parts"": [""AP4508577"", ""5304480738"", ""5304491476""], ""product_url"": ""https://www.partselect.com/PS2379470-Frigidaire-5304475625-Lower-Dishrack-Wheel.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS8689159,Electrolux Dishwasher Fold-down Tine Row - Left Side,Electrolux Dishwasher Fold-down Tine Row - Left Side. Brand: Frigidaire. For: Dishwasher,dishwasher,Frigidaire,37.84,True,"{""mpn"": ""154740304"", ""replace_parts"": [""154480403"", ""154598602"", ""154740302"", ""154740303""], ""product_url"": ""https://www.partselect.com/PS8689159-Frigidaire-154740304-Fold-Down-Tine-Row-Left-Side.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS11770487,Electrolux Dishwasher Detergent Dispenser,"Electrolux Dishwasher Detergent Dispenser. Fixes: Will not dispense detergent, Not cleaning dishes properly, Leaking. Brand: Frigidaire. For: Dishwasher",dishwasher,Frigidaire,63.47,True,"{""mpn"": ""5304506521"", ""replace_parts"": [""AP6036339"", ""154379201"", ""154379202"", ""154452703"", ""154542103"", ""154860101"", ""154860102"", ""5304452518""], ""product_url"": ""https://www.partselect.com/PS11770487-Frigidaire-5304506521-Detergent-Dispenser.htm?SourceCode=18"", ""symptoms"": [""Will not dispense detergent"", ""Not cleaning dishes properly"", ""Leaking"", ""Door latch failure""]}",[],,0
PS17219598,Electrolux Dishwasher Latch Door,"Electrolux Dishwasher Latch Door. Fixes: Door latch failure, Will Not Start, Door won’t close. Brand: Frigidaire. For: Dishwasher",dishwasher,Frigidaire,22.89,True,"{""mpn"": ""5304535183"", ""replace_parts"": [""5304460923"", ""5304482428""], ""product_url"": ""https://www.partselect.com/PS17219598-Frigidaire-5304535183-LATCH-DOOR.htm?SourceCode=18"", ""symptoms"": [""Door latch failure"", ""Will Not Start"", ""Door won\u2019t close""]}",[],,0
PS11753379,Estate Dishwasher Drain Pump,"Estate Dishwasher Drain Pump. Fixes: Not draining, Leaking, Noisy. Brand: Whirlpool. For: Dishwasher",dishwasher,Whirlpool,59.78,True,"{""mpn"": ""WPW10348269"", ""replace_parts"": [""AP6020066"", ""661662"", ""8558995"", ""8565839"", ""W10084573"", ""W10158351"", ""W10348269"", ""WPW10348269VP""], ""product_url"": ""https://www.partselect.com/PS11753379-Whirlpool-WPW10348269-Dishwasher-Drain-Pump.htm?SourceCode=18"", ""symptoms"": [""Not draining"", ""Leaking"", ""Noisy"", ""Not cleaning dishes properly"", ""Will Not Start""]}",[],,0
PS5136129,Estate Dishwasher Door Gasket With Strike - Black,"Estate Dishwasher Door Gasket With Strike - Black. Fixes: Leaking, Not cleaning dishes properly, Door latch failure. Brand: Whirlpool. For: Dishwasher",dishwasher,Whirlpool,56.79,True,"{""mpn"": ""W10542314"", ""replace_parts"": [""AP5650274"", ""2409202"", ""W10542314"", ""8268888"", ""W10284090"", ""W10300589"", ""W10350162"", ""W10542314VP""], ""product_url"": ""https://www.partselect.com/PS5136129-Whirlpool-W10542314-Dishwasher-Door-Gasket-with-Strike-Black.htm?SourceCode=18"", ""symptoms"": [""Leaking"", ""Not cleaning dishes properly"", ""Door latch failure"", ""Door won\u2019t close""]}",[],,0
PS11750255,Estate Dishwasher Rack Adjuster,Estate Dishwasher Rack Adjuster. Brand: Whirlpool. For: Dishwasher,dishwasher,Whirlpool,10.42,True,"{""mpn"": ""WPW10204131"", ""replace_parts"": [""AP6016961"", ""3373365"", ""3380395"", ""3380860"", ""8051116"", ""8268848"", ""8268852"", ""W10204114"", ""W10204131"", ""WPW10204114""], ""product_url"": ""https://www.partselect.com/PS11750255-Whirlpool-WPW10204131-Dishwasher-Rack-Adjuster.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS11745451,Estate Dishwasher Upper Rack Wheel W/mount,"Estate Dishwasher Upper Rack Wheel W/mount. Fixes: Door won’t close, Not cleaning dishes properly, Door latch failure. Brand: Whirlpool. For: Dishwasher",dishwasher,Whirlpool,26.87,True,"{""mpn"": ""WP8268655"", ""replace_parts"": [""AP6012244"", ""8268655"", ""WP8268655VP""], ""product_url"": ""https://www.partselect.com/PS11745451-Whirlpool-WP8268655-Dishwasher-Upper-Rack-Wheel-w-Mount.htm?SourceCode=18"", ""symptoms"": [""Door won\u2019t close"", ""Not cleaning dishes properly"", ""Door latch failure"", ""Noisy""]}",[],,0
PS11743423,Estate Dishwasher High Limit Thermostat,"Estate Dishwasher High Limit Thermostat. Fixes: Not drying dishes properly, Will Not Start, Not cleaning dishes properly. Brand: Whirlpool. For: Dishwasher
Miscellaneous",dishwasher,Whirlpool,27.87,True,"{""mpn"": ""WP661566"", ""replace_parts"": [""AP6010246"", ""3369777"", ""3370783"", ""3371618"", ""4171694"", ""661566"", ""W10339474"", ""WP661566VP""], ""product_url"": ""https://www.partselect.com/PS11743423-Whirlpool-WP661566-Dishwasher-High-Limit-Thermostat.htm?SourceCode=18"", ""symptoms"": [""Not drying dishes properly"", ""Will Not Start"", ""Not cleaning dishes properly""]}",[],,0
PS1734917,Estate Dishwasher Chopper Assembly,"Estate Dishwasher Chopper Assembly. Fixes: Not cleaning dishes properly, Noisy, Not draining. Brand: Whirlpool. For: Dishwasher",dishwasher,Whirlpool,33.85,True,"{""mpn"": ""W10083957"", ""replace_parts"": [""AP4260709"", ""1447034"", ""8268383"", ""W10083957"", ""W10083957V"", ""W10083957VP"", ""WP8268383"", ""WP8268383VP""], ""product_url"": ""https://www.partselect.com/PS1734917-Whirlpool-W10083957-Chopper-Assembly.htm?SourceCode=18"", ""symptoms"": [""Not cleaning dishes properly"", ""Noisy"", ""Not draining"", ""Will Not Start"", ""Will not fill with water"", ""Leaking""]}",[],,0
PS11770610,Frigidaire Dishwasher Lower Spray Arm,"Frigidaire Dishwasher Lower Spray Arm. Fixes: Not cleaning dishes properly, Leaking, Not draining. Brand: Frigidaire. For: Dishwasher",dishwasher,Frigidaire,28.97,True,"{""mpn"": ""5304507158"", ""replace_parts"": [""AP6036393"", ""154821902"", ""154821903"", ""154830302"", ""154830303"", ""5304496886"", ""5304496935"", ""5304496936"", ""5304498139"", ""5304506532"", ""5304506660"", ""5304507040"", ""5304507159""], ""product_url"": ""https://www.partselect.com/PS11770610-Frigidaire-5304507158-Lower-Spray-Arm.htm?SourceCode=18"", ""symptoms"": [""Not cleaning dishes properly"", ""Leaking"", ""Not draining"", ""Noisy""]}",[],,0
PS17219660,Frigidaire Dishwasher Upper Wheel And Bushing Assembly (black),Frigidaire Dishwasher Upper Wheel And Bushing Assembly (black). Brand: Frigidaire. For: Dishwasher,dishwasher,Frigidaire,6.93,True,"{""mpn"": ""5304535381"", ""replace_parts"": [""154494502"", ""5300809974"", ""5303269771"", ""5303286384"", ""5304507440"", ""5304523190"", ""5304534832""], ""product_url"": ""https://www.partselect.com/PS17219660-Frigidaire-5304535381-Upper-Wheel-And-Bushing-Assembly-Black.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS8728568,Gaggenau Dishwasher Mounting Bracket,Gaggenau Dishwasher Mounting Bracket. Fixes: Door latch failure. Brand: Bosch. For: Dishwasher,dishwasher,Bosch,10.12,True,"{""mpn"": ""00619985"", ""replace_parts"": [""AP4538351"", ""00605007"", ""00628371"", ""605007"", ""619985"", ""628371""], ""product_url"": ""https://www.partselect.com/PS8728568-Bosch-00619985-Mounting-Bracket.htm?SourceCode=18"", ""symptoms"": [""Door latch failure""]}",[],,0
PS8770519,Gaggenau Dishwasher Door Spring Kit,"Gaggenau Dishwasher Door Spring Kit. Fixes: Door latch failure, Door won’t close. Brand: Bosch. For: Dishwasher",dishwasher,Bosch,47.67,True,"{""mpn"": ""00754866"", ""replace_parts"": [""AP5804978"", ""00623540"", ""00627230"", ""00659339"", ""00751392"", ""623540"", ""627230"", ""659339"", ""751392"", ""754866""], ""product_url"": ""https://www.partselect.com/PS8770519-Bosch-00754866-Door-Spring-Kit.htm?SourceCode=18"", ""symptoms"": [""Door latch failure"", ""Door won\u2019t close""]}",[],,0
PS8712513,Gaggenau Dishwasher Tine Holder,Gaggenau Dishwasher Tine Holder. Brand: Bosch. For: Dishwasher,dishwasher,Bosch,7.54,True,"{""mpn"": ""00418498"", ""replace_parts"": [""AP3193592"", ""418498""], ""product_url"": ""https://www.partselect.com/PS8712513-Bosch-00418498-Tine-Holder.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS8701740,Gaggenau Dishwasher Lower Dishrack,Gaggenau Dishwasher Lower Dishrack. Brand: Bosch. For: Dishwasher,dishwasher,Bosch,292.13,False,"{""mpn"": ""00249276"", ""replace_parts"": [""AP4511159"", ""00186892"", ""00187062"", ""00213967"", ""00214560"", ""00215913"", ""00216087"", ""00239132"", ""00241112"", ""00248822"", ""00434333"", ""00434336"", ""00434644"", ""00434647"", ""00434649"", ""00440805"", ""00440806"", ""00442766"", ""00446654"", ""00448593 ... Show more""], ""product_url"": ""https://www.partselect.com/PS8701740-Bosch-00249276-Lower-Dishrack.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS8727352,Gaggenau Dishwasher Drain Pump - 55hz,"Gaggenau Dishwasher Drain Pump - 55hz. Fixes: Not draining, Noisy, Will Not Start. Brand: Bosch. For: Dishwasher",dishwasher,Bosch,59.02,True,"{""mpn"": ""00611332"", ""replace_parts"": [""AP4339596"", ""611332""], ""product_url"": ""https://www.partselect.com/PS8727352-Bosch-00611332-Drain-Pump-55Hz.htm?SourceCode=18"", ""symptoms"": [""Not draining"", ""Noisy"", ""Will Not Start""]}",[],,0
PS8733632,Gaggenau Dishwasher Cutlery Basket,Gaggenau Dishwasher Cutlery Basket. Brand: Bosch. For: Dishwasher,dishwasher,Bosch,39.28,True,"{""mpn"": ""00675794"", ""replace_parts"": [""AP4483661"", ""00704855"", ""11027062"", ""675794"", ""704855""], ""product_url"": ""https://www.partselect.com/PS8733632-Bosch-00675794-CUTLERY-BASKET.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS8697067,Gaggenau Dishwasher Lower Rack Wheel With Clip,Gaggenau Dishwasher Lower Rack Wheel With Clip. Brand: Bosch. For: Dishwasher,dishwasher,Bosch,18.44,True,"{""mpn"": ""00165314"", ""replace_parts"": [""AP2802428"", ""00420198"", ""165314"", ""420198""], ""product_url"": ""https://www.partselect.com/PS8697067-Bosch-00165314-Lower-Rack-Wheel-with-Clip.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS17137081,General Electric Dishwasher Lower Spray Arm,"General Electric Dishwasher Lower Spray Arm. Fixes: Not cleaning dishes properly, Noisy, Leaking. Brand: GE. For: Dishwasher",dishwasher,GE,25.88,True,"{""mpn"": ""WD22X33499"", ""replace_parts"": [""WD22X10091"", ""WD22X25962"", ""WD22X26621"", ""WD22X27724""], ""product_url"": ""https://www.partselect.com/PS17137081-GE-WD22X33499-LOWER-SPRAY-ARM.htm?SourceCode=18"", ""symptoms"": [""Not cleaning dishes properly"", ""Noisy"", ""Leaking"", ""Not drying dishes properly"", ""Not draining""]}",[],,0
PS16217024,General Electric Dishwasher Lower Rack Roller,General Electric Dishwasher Lower Rack Roller. Brand: GE. For: Dishwasher,dishwasher,GE,12.91,True,"{""mpn"": ""WD12X26146"", ""replace_parts"": [""WD12X10435""], ""product_url"": ""https://www.partselect.com/PS16217024-GE-WD12X26146-Dishwasher-Lower-Rack-Roller.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS18351367,General Electric Dishwasher Upper Rack,General Electric Dishwasher Upper Rack. Fixes: Not cleaning dishes properly. Brand: GE. For: Dishwasher,dishwasher,GE,72.75,True,"{""mpn"": ""WD28X35779"", ""replace_parts"": [""WD28X10347"", ""WD28X10348"", ""WD28X10352"", ""WD28X22626"", ""WD28X22676"", ""WD28X23156"", ""WD28X24397"", ""WD28X24421"", ""WD28X25018"", ""WD28X25189"", ""WD28X25190"", ""WD28X25491"", ""WD28X25656"", ""WD28X26098"", ""WD28X26104"", ""WD28X27738"", ""WD28X27739"", ""WD28X27898"", ""WD28X27978"", ""WD28X30219""], ""product_url"": ""https://www.partselect.com/PS18351367-GE-WD28X35779-UPPER-RACK.htm?SourceCode=18"", ""symptoms"": [""Not cleaning dishes properly""]}",[],,0
PS17873657,General Electric Dishwasher Lower Rack,General Electric Dishwasher Lower Rack. Fixes: Not cleaning dishes properly. Brand: GE. For: Dishwasher,dishwasher,GE,83.25,True,"{""mpn"": ""WD28X34744"", ""replace_parts"": [""WD28X22506"", ""WD28X22696"", ""WD28X24396"", ""WD28X24478"", ""WD28X26099"", ""WD28X26103"", ""WD28X27744"", ""WD28X27745"", ""WD28X27979"", ""WD28X28218"", ""WD28X32958"", ""WD28X34500""], ""product_url"": ""https://www.partselect.com/PS17873657-GE-WD28X34744-LOWER-RACK.htm?SourceCode=18"", ""symptoms"": [""Not cleaning dishes properly""]}",[],,0
PS11700870,General Electric Dishwasher Gasket,General Electric Dishwasher Gasket. Fixes: Leaking. Brand: GE. For: Dishwasher,dishwasher,GE,30.86,True,"{""mpn"": ""WD08X21894"", ""replace_parts"": [""AP5980286"", ""WD08X10090""], ""product_url"": ""https://www.partselect.com/PS11700870-GE-WD08X21894-Gasket.htm?SourceCode=18"", ""symptoms"": [""Leaking""]}",[],,0
PS16618974,General Electric Dishwasher Lower Rack And Swb Replacement Kit,General Electric Dishwasher Lower Rack And Swb Replacement Kit. Fixes: Not cleaning dishes properly. Brand: GE. For: Dishwasher,dishwasher,GE,78.65,True,"{""mpn"": ""WD28X28918"", ""replace_parts"": [""WD28X10346"", ""WD28X10349"", ""WD28X10358"", ""WD28X10370"", ""WD28X10371"", ""WD28X10372"", ""WD28X21715"", ""WD28X21717"", ""WD28X22358"", ""WD28X22619"", ""WD28X22659"", ""WD28X23157"", ""WD28X25958"", ""WD28X25959""], ""product_url"": ""https://www.partselect.com/PS16618974-GE-WD28X28918-Lower-Rack-And-Swb-Replacement-Kit.htm?SourceCode=18"", ""symptoms"": [""Not cleaning dishes properly""]}",[],,0
PS17873321,General Electric Dishwasher Rack Carrier And Roller Kit,General Electric Dishwasher Rack Carrier And Roller Kit. Brand: GE. For: Dishwasher,dishwasher,GE,34.85,True,"{""mpn"": ""WD01X35298"", ""replace_parts"": [""WD12X10438"", ""WD12X10439"", ""WD12X10446"", ""WD12X10447"", ""WD12X10464"", ""WD12X10465"", ""WD12X20158"", ""WD12X20159"", ""WD12X20160"", ""WD12X20161"", ""WD12X20388"", ""WD12X22656"", ""WD12X22657"", ""WD12X26144"", ""WD12X28078"", ""WD12X28079"", ""WD28X27241"", ""WD28X27242""], ""product_url"": ""https://www.partselect.com/PS17873321-GE-WD01X35298-RACK-CARRIER-AND-ROLLER-KIT.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS11774412,General Electric Dishwasher Tub Gasket,General Electric Dishwasher Tub Gasket. Fixes: Leaking. Brand: GE. For: Dishwasher,dishwasher,GE,29.87,True,"{""mpn"": ""WD08X23476"", ""replace_parts"": [""AP6041569"", ""WD08X10088"", ""WD08X20674"", ""WD08X22094""], ""product_url"": ""https://www.partselect.com/PS11774412-GE-WD08X23476-Dishwasher-Tub-Gasket.htm?SourceCode=18"", ""symptoms"": [""Leaking""]}",[],,0
PS17137080,General Electric Dishwasher Mid Spray Arm,"General Electric Dishwasher Mid Spray Arm. Fixes: Not cleaning dishes properly, Noisy, Leaking. Brand: GE. For: Dishwasher",dishwasher,GE,33.85,True,"{""mpn"": ""WD22X33498"", ""replace_parts"": [""WD22X10089"", ""WD22X26622"", ""WD22X27740""], ""product_url"": ""https://www.partselect.com/PS17137080-GE-WD22X33498-MID-SPRAY-ARM.htm?SourceCode=18"", ""symptoms"": [""Not cleaning dishes properly"", ""Noisy"", ""Leaking""]}",[],,0
PS16729156,General Electric Dishwasher Heating Element,"General Electric Dishwasher Heating Element. Fixes: Not drying dishes properly, Not cleaning dishes properly, Leaking. Brand: GE. For: Dishwasher",dishwasher,GE,55.24,True,"{""mpn"": ""WD05X30818"", ""replace_parts"": [""WD05X10015"", ""WD05X21294"", ""WD05X21716"", ""WD05X23763"", ""WD05X24776""], ""product_url"": ""https://www.partselect.com/PS16729156-GE-WD05X30818-HEATING-ELEMENT.htm?SourceCode=18"", ""symptoms"": [""Not drying dishes properly"", ""Not cleaning dishes properly"", ""Leaking""]}",[],,0
PS16745480,Gibson Dishwasher Support,"Gibson Dishwasher Support. Fixes: Not cleaning dishes properly, Leaking, Not draining. Brand: Frigidaire. For: Dishwasher",dishwasher,Frigidaire,11.92,False,"{""mpn"": ""5304532235"", ""replace_parts"": [""154252101"", ""154292901"", ""154294101"", ""154294102"", ""5304506515"", ""5304518968""], ""product_url"": ""https://www.partselect.com/PS16745480-Frigidaire-5304532235-SUPPORT.htm?SourceCode=18"", ""symptoms"": [""Not cleaning dishes properly"", ""Leaking"", ""Not draining"", ""Noisy""]}",[],,0
PS1990907,Gibson Dishwasher Water Inlet Valve - 120v 60hz,"Gibson Dishwasher Water Inlet Valve - 120v 60hz. Fixes: Leaking, Will not fill with water, Not cleaning dishes properly. Brand: Frigidaire. For: Dishwasher",dishwasher,Frigidaire,15.51,True,"{""mpn"": ""154637401"", ""replace_parts"": [""AP4321824"", ""1378823"", ""154637401"", ""154219601"", ""154219602"", ""154359801"", ""154359802"", ""154373301"", ""154373303"", ""154445901"", ""154476101""], ""product_url"": ""https://www.partselect.com/PS1990907-Frigidaire-154637401-Water-Inlet-Valve-120V-60Hz.htm?SourceCode=18"", ""symptoms"": [""Leaking"", ""Will not fill with water"", ""Not cleaning dishes properly"", ""Not draining"", ""Noisy""]}",[],,0
PS17989584,Gibson Dishwasher Rack Assembly Upper,Gibson Dishwasher Rack Assembly Upper. Fixes: Not cleaning dishes properly. Brand: Frigidaire. For: Dishwasher,dishwasher,Frigidaire,95.85,True,"{""mpn"": ""140229954072"", ""replace_parts"": [""154207603"", ""154207604"", ""154207705"", ""154207706"", ""154207707"", ""154308204"", ""154308205"", ""154319404"", ""154319505"", ""154319506"", ""154319510"", ""154319518"", ""154319519"", ""154319521"", ""154319524"", ""154321101"", ""154321102"", ""154321103"", ""154321104"", ""154321105 ... Show more""], ""product_url"": ""https://www.partselect.com/PS17989584-Frigidaire-140229954072-RACK-ASSEMBLY-UPPER.htm?SourceCode=18"", ""symptoms"": [""Not cleaning dishes properly""]}",[],,0
PS11770489,Gibson Dishwasher Filter,"Gibson Dishwasher Filter. Fixes: Not cleaning dishes properly, Not draining, Noisy. Brand: Frigidaire. For: Dishwasher",dishwasher,Frigidaire,37.84,True,"{""mpn"": ""5304506525"", ""replace_parts"": [""AP6036340"", ""154252401""], ""product_url"": ""https://www.partselect.com/PS11770489-Frigidaire-5304506525-Dishwasher-Filter.htm?SourceCode=18"", ""symptoms"": [""Not cleaning dishes properly"", ""Not draining"", ""Noisy"", ""Leaking""]}",[],,0
PS6447681,Haier Dishwasher Door Latch,"Haier Dishwasher Door Latch. Fixes: Will Not Start, Door latch failure, Door won’t close. Brand: GE. For: Dishwasher",dishwasher,GE,45.82,True,"{""mpn"": ""WD21X10490"", ""replace_parts"": [""AP5668411""], ""product_url"": ""https://www.partselect.com/PS6447681-GE-WD21X10490-Door-Latch.htm?SourceCode=18"", ""symptoms"": [""Will Not Start"", ""Door latch failure"", ""Door won\u2019t close""]}",[],,0
PS12703061,Haier Dishwasher Basket Assembly Silverware,"Haier Dishwasher Basket Assembly Silverware. Fixes: Not cleaning dishes properly, Leaking. Brand: GE. For: Dishwasher",dishwasher,GE,37.84,True,"{""mpn"": ""WD28X24469"", ""replace_parts"": [""WD28X10037"", ""WD28X10038"", ""WD28X10039"", ""WD28X10040"", ""WD28X10042"", ""WD28X10058"", ""WD28X10068"", ""WD28X10106"", ""WD28X10107"", ""WD28X10108"", ""WD28X10109"", ""WD28X10153"", ""WD28X10182"", ""WD28X10184"", ""WD28X10185"", ""WD28X10209"", ""WD28X10353"", ""WD28X21759"", ""WD28X24376"", ""WD28X24476 ... Show more""], ""product_url"": ""https://www.partselect.com/PS12703061-GE-WD28X24469-Dishwasher-Basket-Assembly-Silverware.htm?SourceCode=18"", ""symptoms"": [""Not cleaning dishes properly"", ""Leaking""]}",[],,0
PS12741258,Haier Dishwasher Pressure Sensor Asm,"Haier Dishwasher Pressure Sensor Asm. Fixes: Will not fill with water, Not draining, Will Not Start. Brand: GE. For: Dishwasher",dishwasher,GE,34.85,True,"{""mpn"": ""WD21X25468"", ""replace_parts"": [""Turned off power from breaker at electric panel. Removed kick plate and mounting screws. Disconnected supply line from hot water valve after shutting off. Disconnected flex hose drain. Pulled dishwasher out. Used channel locks to undo water valve supply hose. Used nut driver to remove water valve bracket and disconnected sensor plug in . ... Read more""], ""product_url"": ""https://www.partselect.com/PS12741258-GE-WD21X25468-PRESSURE-SENSOR-ASM.htm?SourceCode=18"", ""symptoms"": [""Will not fill with water"", ""Not draining"", ""Will Not Start""]}",[],,0
PS11721490,Haier Dishwasher Gasket Tub Stainless Steel,Haier Dishwasher Gasket Tub Stainless Steel. Fixes: Leaking. Brand: GE. For: Dishwasher,dishwasher,GE,26.87,True,"{""mpn"": ""WD08X22095"", ""replace_parts"": [""AP5986342"", ""WD08X20591"", ""WD08X20675"", ""WD08X22095""], ""product_url"": ""https://www.partselect.com/PS11721490-GE-WD08X22095-GASKET-TUB-Stainless-Steel.htm?SourceCode=18"", ""symptoms"": [""Leaking""]}",[],,0
PS16554611,Haier Dishwasher Floating Seal Asm,Haier Dishwasher Floating Seal Asm. Fixes: Leaking. Brand: GE. For: Dishwasher,dishwasher,GE,14.91,True,"{""mpn"": ""WD08X27458"", ""replace_parts"": [""WD08X25471""], ""product_url"": ""https://www.partselect.com/PS16554611-GE-WD08X27458-FLOATING-SEAL-ASM.htm?SourceCode=18"", ""symptoms"": [""Leaking""]}",[],,0
PS16618942,Hotpoint Dishwasher Lower Rack Roller & Stud Assembly,Hotpoint Dishwasher Lower Rack Roller & Stud Assembly. Brand: GE. For: Dishwasher,dishwasher,GE,12.91,True,"{""mpn"": ""WD12X27747"", ""replace_parts"": [""WD12X27746"", ""WD12X27748""], ""product_url"": ""https://www.partselect.com/PS16618942-GE-WD12X27747-Lower-Rack-Roller-Stud-Assembly.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS11726733,Hotpoint Dishwasher Lower Rack Wheel Kit - 8 Pack,"Hotpoint Dishwasher Lower Rack Wheel Kit - 8 Pack. Fixes: Not cleaning dishes properly, Noisy, Door won’t close. Brand: GE. For: Dishwasher",dishwasher,GE,46.82,True,"{""mpn"": ""WD35X21038"", ""replace_parts"": [""AP5986365"", ""WD12X10074"", ""WD12X10076"", ""WD12X10077"", ""WD12X10078"", ""WD12X10079"", ""WD12X10080"", ""WD12X10081"", ""WD12X10082"", ""WD12X10083"", ""WD12X10084"", ""WD12X10085"", ""WD12X10086"", ""WD12X10087"", ""WD12X10088"", ""WD12X10089"", ""WD12X10090"", ""WD12X10091"", ""WD12X10092"", ""WD12X10093 ... Show more""], ""product_url"": ""https://www.partselect.com/PS11726733-GE-WD35X21038-Lower-Rack-Wheel-Kit-8-Pack.htm?SourceCode=18"", ""symptoms"": [""Not cleaning dishes properly"", ""Noisy"", ""Door won\u2019t close""]}",[],,0
PS12578165,Inglis Dishwasher Inlet Valve,"Inglis Dishwasher Inlet Valve. Fixes: Will not fill with water, Leaking, Not cleaning dishes properly. Brand: Whirlpool. For: Dishwasher",dishwasher,Whirlpool,52.3,True,"{""mpn"": ""W11175771"", ""replace_parts"": [""AP6339872"", ""W10195047"", ""W10327250"", ""W10872255"", ""W11130744""], ""product_url"": ""https://www.partselect.com/PS12578165-Whirlpool-W11175771-Dishwasher-INLET-VALVE.htm?SourceCode=18"", ""symptoms"": [""Will not fill with water"", ""Leaking"", ""Not cleaning dishes properly"", ""Noisy""]}",[],,0
